openclaw/gogcli	Go	8112	gcal,gcontacts,gdrive,gmail,google	Google Workspace in your terminal.
afsh4ck/HackLabs	HTML	541		Intentionally Vulnerable Hacking Labs
linuxmint/hypnotix	Python	1722		An M3U IPTV Player
o7-machinehum/phantomdrive	C	487		Seemingly normal USB drive with a hidden security feature
technomancer702/nodecast-tv	JavaScript	1397		A self-hosted web application that lets you stream Live TV, Movies, and Series from your Xtream Codes or M3U provider directly in your brow…
dolphin-emu/dolphin	C++	15220	cpp,emulation,emulator,gamecube,wii	Dolphin is a GameCube / Wii emulator, allowing you to play games for these two platforms on PC with improvements.
stenzek/duckstation	C++	10357	appimage,emulator,enhancements,fast,hardware-renderers,jit-compiler	Fast PlayStation 1 emulator for x86-64/AArch32/AArch64/RV64
openbao/openbao	Go	6549	go,secret-management,security	OpenBao is a software solution to manage, store, and distribute sensitive data including secrets, certificates, and keys.
jvoisin/mat2	Python	307	anonymity,camera,mat2,metadata,pdf,pictures	  mat2 is a metadata removal tool, supporting a wide range of commonly used file formats, written in python3: at its core, it's a library, …
qpdf/qpdf	C++	5202	pdf,pdf-document-processor	qpdf: A content-preserving PDF document transformer
terrapkg/packages	HCL	545	fedora,rpm	Monorepo for Terra Packages
EdOverflow/can-i-take-over-xyz	Python	5747	bugbounty,infosec,list,security,subdomain,subdomain-takeovers	"Can I take over XYZ?" — a list of services and how to claim (sub)domains with dangling DNS records.
Xpl0itU/WiiUDownloader	Go	1918		Allows to download encrypted wiiu files from nintendo's official servers
aide/aide	C	728		aide source code
rubocop/rubocop	Ruby	12880	code-formatter,hacktoberfest,linter,rubocop,ruby,static-code-analysis	A Ruby static code analyzer and formatter, based on the community Ruby style guide.
provrb/obdium	Rust	268	automotive,car-diagnostics,elm327,obd,obd-ii,obd2	OBDium. The free, open-source on-board diagnostics software. Where silence falls, truth rises.
asdf-vm/asdf	Go	25434	asdf-vm,bash,cli,elixir,elvish,erlang	Extendable version manager with support for Ruby, Node.js, Elixir, Erlang & more
unpoller/dashboards	Shell	43		UniFi Poller Grafana Dashboards
unofficial-unifi/unifi-pfsense	Shell	785	freebsd,pfsense,rc-script,shell,ubiquiti,unifi	A script that installs the UniFi Controller software on pfSense and other FreeBSD systems
step-security/secure-repo	Go	328	actions,github,github-actions,golang,security,security-tools	Orchestrate GitHub Actions Security
samugit83/redamon	Python	2154	agentic-ai,ai,cybersecurity,ethical-hacking,ethical-hacking-tools,exploitation	An AI-powered agentic red team framework that automates offensive security operations, from reconnaissance to exploitation to post-exploita…
ilya-zlobintsev/LACT	Rust	5073	amdgpu,gpu,hactoberfest,linux,nvidia,rust	Linux GPU Configuration And Monitoring Tool
26zl/fedora-44-kde-setup	Shell	1	dotfiles,emulation,fedora,gaming,kde-plasma,linux-gaming	Fedora 44 KDE Plasma 6 — low-latency gaming, rice, and terminal setup for Ryzen 9 9900X + RTX 5070
theyareonit/linux-gaming-optimization		34		Guide to optimizing Linux systems for low-latency gaming
Open-Wine-Components/umu-launcher	Python	3440		Unified launcher for Windows games on Linux
GloriousEggroll/proton-ge-custom	C++	14602		Compatibility tool for Steam Play based on Wine and additional components
ValveSoftware/Proton	C++	32106	proton	Compatibility tool for Steam Play based on Wine and additional components
AdelKS/LinuxGamingGuide	Shell	495		An incomplete compilation of things that may improve your gaming experience on Linux
PrismLauncher/PrismLauncher	C++	9792	cpp,cpp20,fabricmc,forge,linux,minecraft	A custom launcher for Minecraft that allows you to easily manage multiple installations of Minecraft at once (Fork of MultiMC)
bottlesdevs/Bottles	Python	8577	bottles,bottles-versioning,dxvk,games,gaming,gtk4	Run Windows software and games on Linux
fish-shell/fish-shell	Rust	33798	fish,rust,shell,terminal	The user-friendly command line shell.
digitaltrails/ddcutil-service	C	35		A Dbus ddcutil server for control of DDC Monitors/VDUs
bpftrace/bpftrace	C++	10196	bcc,bpf,ebpf,kprobes,tracepoints,tracing	High-level tracing language for Linux
mikeroyal/NixOS-Guide	Nix	1123	apple-silicon,declarative-language,functional-programming,home-manager,libadwaita,nix	NixOS Guide. Learn all about the immutable Nix Operating System and the declarative Nix Expression Language.
Sly-Harvey/NixOS	Nix	567	dotfiles,flake,flakes,home-manager,linux,nix	NixOS + Hyprland rice with flakes, home-manager and dev-shells
DietrichGebert/ponytail	JavaScript	75350	agent-skills,ai-agents,claude,claude-code,claude-code-plugin,cursor-rules	Makes your AI agent think like the laziest senior dev in the room. The best code is the code you never wrote.
passionofcrisis/Lamzu-Webdriver-Aurora-Linux-fix		13		Fix to access the Lamzu Aurora/webdriver on chromium browsers for Linux distro's
anderspitman/awesome-tunneling		21402	nebula,ngrok,ngrok-alternative,self-hosted,ssh,tailscale	List of ngrok, Cloudflare Tunnel, Tailscale, and ZeroTier alternatives and other tunneling software and services. Focus on self-hosting.
khuedoan/homelab	Python	9399	ansible,argocd,devops,docker,fedora,gitops	Fully automated homelab from empty disk to running services with a single command.
podman-container-tools/podman	Go	32226	containers,docker,kubernetes,linux,oci	Podman: A tool for managing OCI containers and pods.
NVIDIA/SkillSpector	Python	12042		Security scanner for AI agent skills. Detect vulnerabilities, malicious patterns, and security risks.
shuvonsec/claude-bug-bounty	Python	3889	ai-security,bug-bounty,bugcrowd,claude-ai,claude-code,ethical-hacking	AI-powered bug bounty hunting from your terminal - recon, 20 vuln classes,   autonomous hunting, and report generation. All inside Claude C…
FeralInteractive/gamemode	C	5917	linux,videogames	Optimise Linux system performance on demand
DavidoTek/ProtonUp-Qt	Python	1972	automation,linux,linux-gaming,luxtorpeda,proton,proton-ge-custom	Install and manage GE-Proton, Luxtorpeda & more for Steam and Wine-GE & more for Lutris with this graphical user interface.
tsujan/Kvantum	C++	1996		A Linux SVG-based theme engine for Qt
ryanoasis/nerd-fonts	CSS	63617	font,font-awesome,fonts,hacktoberfest,icon-font,iconic-fonts	Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesom…
jesseduffield/lazygit	Go	80084	cli,git,terminal	simple terminal UI for git commands
sched-ext/scx	C	2061		sched_ext schedulers and tools
luisbocanegra/plasma-panel-colorizer	QML	1101	colors,customization,kde,kde-plasma,latte-dock,linux-desktop	Latte-Dock and WM status bar customization for the KDE Plasma panels
vinceliuice/Layan-kde	QML	521		Layan kde theme
brndnmtthws/conky	C++	8418	c-plus-plus,cairo,conky,imlib2,linux,lua	Light-weight system monitor for X, Wayland, and other things, too
microsoft/PowerToys	C	136057	advanced-paste,color-picker,command-palette,desktop,fancyzones,keyboard-manager	Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows
jdx/mise	Rust	30460		dev tools, env vars, task runner
abraunegg/onedrive	D	12592	business,linux,microsoft,office-365,office365,onedrive	OneDrive Client for Linux
nvbn/thefuck	Python	97480	python,shell	Magnificent app which corrects your previous console command.
blader/humanizer		27672		Claude Code skill that removes signs of AI-generated writing from text
mattpocock/skills	Shell	158003		Skills for Real Engineers. Straight from my .claude directory.
mthcht/awesome-lists	YARA	1688	awesome-list,blueteam,blueteam-tools,cti,detection,detection-engineering	Awesome Security lists for SOC/CERT/CTI
TwoSevenOneT/EDRChoker	C#	287		A tool uses the QoS Policy (Pacer.sys) to throttle Endpoint Detection and Response (EDR) agents from connecting to the server.
FFmpeg/FFmpeg	C	61760	audio,c,ffmpeg,fft,hevc,hls	Mirror of https://git.ffmpeg.org/ffmpeg.git
ddennedy/dvgrab	C++	73		Command line FireWire DV and HDV capture tool for Linux
redcanaryco/atomic-red-team	C	12164	mitre,mitre-attack	Small and highly portable detection tests based on MITRE's ATT&CK.
telekom-security/tpotce	Shell	9324	deception,docker,elk,honeypot,network-security,security	🍯 T-Pot - The All In One Multi Honeypot Platform 🐝
mark3labs/kit	Go	105		KIT (Knowledge Inference Tool) — A lightweight AI agent for coding
open-webui/open-webui	Python	144379	ai,llm,llm-ui,llm-webui,llms,mcp	User-friendly AI Interface (Supports Ollama, OpenAI API, ...)
Crosstalk-Solutions/project-nomad	TypeScript	32921		Project N.O.M.A.D, is a self-contained, offline survival computer packed with critical tools, knowledge, and AI to keep you informed and em…
boku7/Loki	JavaScript	1348		🧙‍♂️ Node.js Command & Control for Script-Jacking Vulnerable Electron Applications
obra/superpowers	Shell	247296	ai,brainstorming,coding,obra,sdlc,skills	An agentic skills framework & software development methodology that works.
addyosmani/agent-skills	Shell	70151	agent-skills,antigravity,antigravity-ide,claude-code,cursor,skills	Production-grade engineering skills for AI coding agents.
zellij-org/zellij	Rust	34101	multiplexer,terminal,workspace	A terminal workspace with batteries included
affaan-m/ECC	JavaScript	226457	ai-agents,anthropic,claude,claude-code,developer-tools,llm	The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Cod…
multica-ai/andrej-karpathy-skills		188219		A single CLAUDE.md file to improve Claude Code behavior, derived from Andrej Karpathy's observations on LLM coding pitfalls.
mukul975/Anthropic-Cybersecurity-Skills	Python	24679	ai-agents,claude-code,cloud-security,cybersecurity,devsecops,ethical-hacking	817 structured cybersecurity skills for AI agents · Mapped to 6 frameworks: MITRE ATT&CK, NIST CSF 2.0, MITRE ATLAS, D3FEND, NIST AI RMF & …
srl-labs/containerlab	Go	2671	ceos,containerlab,containers,lab-orchestration,lab-topologies,labs	container-based networking labs
LazyVim/LazyVim	Lua	26821	neovim,neovim-conf,neovim-config,neovim-configuration,neovim-plugin,nvim	Neovim config for the lazy
nvim-lua/kickstart.nvim	Lua	30996		A launch point for your personal nvim configuration
NvChad/NvChad	Lua	28323	dotfiles,hacktoberfest,ide,lua,neovim,neovim-config	Blazing fast Neovim framework providing solid defaults and a beautiful UI, enhancing your neovim experience.
sxyazi/yazi	Rust	40073	android,asyncio,cli,command-line,concurrency,cross-platform	💥 Blazing fast terminal file manager written in Rust, based on async I/O.
helix-editor/helix	Rust	45215	kakoune,rust,text-editor,vim	A post-modern modal text editor.
rclone/rclone	Go	58189	azure-blob,azure-blob-storage,azure-files,backblaze-b2,cloud-storage,dropbox	"rsync for cloud storage" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azu…
microsoft/markitdown	Python	163295	autogen,autogen-extension,langchain,markdown,microsoft-office,openai	Python tool for converting files and office documents to Markdown.
biomejs/biome	Rust	25225	css,formatter,javascript,json,jsx,linter	A toolchain for web projects, aimed to provide functionalities to maintain them. Biome offers formatter and linter, usable via CLI and LSP.
elementalsouls/Claude-OSINT	Python	1895	agentskills,claude,skills	Two paired Claude skills · 90+ recon modules · 48 secret-regex patterns · 80+ dorks · 9 read-only credential validators · 27 attack-path te…
i2p/i2p.i2p	Java	2604	anonymity,crypto,i2p,java,monotone,network	I2P is an anonymizing network, offering a simple layer that identity-sensitive applications can use to securely communicate. All data is wr…
tvheadend/tvheadend	C	3472	atsc,dvb,dvb-c,dvb-s,dvb-s2,dvb-t	Tvheadend is the leading TV streaming server for Linux with ATSC, DVB-C/C2, DVB-S/S2, DVB-T/T2, IPTV, SAT>IP and unix pipe input sources
Dispatcharr/Dispatcharr	JavaScript	3622		
AdAway/AdAway	C	9236	ad-blocker,android,blocker,hosts,vpn	AdAway is a free and open source ad blocker for Android. 
Ravencentric/awesome-arr		4077	automation,awesome,awesome-list	A collection of *arrs and related stuff.
ArslanYM/Free-Certifications		1022	awesome,awesome-list,certification,certifications,contributions-welcome,examination	This repository contains the list of all the development courses available with  free certifications.
kubernetes-sigs/headlamp	TypeScript	6812	cloud-native,dashboard,debugging,devops,headlamp,k8s	A Kubernetes web UI that is fully-featured, user-friendly and extensible
pbatard/Mosby	C	237	arm64,edk2,ia32,secure-boot,secureboot,uefi	Mosby – More Secure Secure Boot
linuxserver/docker-unifi-network-application	Dockerfile	1154	hacktoberfest	
hslatman/awesome-industrial-control-system-security	Python	1985	awesome,awesome-list,hacktoberfest,ics,iiot,security	A curated list of resources related to Industrial Control System (ICS) security.
Velocidex/velociraptor	Go	4065	digital-forensics,endpoint-discovery,endpoint-protection,endpoint-security,forensics-investigations,incident-response	Digging Deeper....
sensepost/objection	Python	9239	android,framework,frida,instrumentation,ios,mobile	📱 objection - runtime mobile exploration
NousResearch/hermes-agent	Python	209963	ai,ai-agent,ai-agents,anthropic,chatgpt,claude	The agent that grows with you
infinition/Bjorn	Python	6142	automated-pentesting,bruteforce,cybersecurity,e-paper,hacking,hardware-hacking	Bjorn is a powerful network scanning and offensive security tool for the Raspberry Pi with a 2.13-inch e-Paper HAT. It discovers network ta…
hslatman/awesome-threat-intelligence		10424	awesome,awesome-list,hacktoberfest,security	A curated list of Awesome Threat Intelligence resources
grafana/grafana-image-renderer	Go	518	docker,grafana,grafana-backend-plugin	A Grafana backend service that handles rendering of panels & dashboards to PNGs using headless browser (Chromium/Chrome)
26zl/Saksbehandlingssystem		1		Laget med Java, MySql og JavaFx 
i12bp8/TagTinker	C	1673		Flipper Zero app for ESL research using IR. All based on https://www.furrtek.org/?a=esl
SnailSploit/Claude-Red	Python	2642	claude-ai,claude-pt,claude-skills,redteam,redteam-tools,skills	claude-red is a curated library of offensive security skills designed for the Claude skills system. Each skill is a structured SKILL.md fil…
homarr-labs/homarr	TypeScript	4250	dashboard,docker,organization,privacy,selfhosting,servarr	A modern and easy to use dashboard. 40+ integrations. 20K+ icons built in. Authentication out of the box. No YAML, drag and drop configurat…
anthropics/skills	Python	158581	agent-skills	Public repository for Agent Skills
anthropics/financial-services	Python	33134		
pfsense/FreeBSD-ports	Makefile	521	freebsd,pfsense	FreeBSD ports tree with pfSense changes
dbeaver/dbeaver	Java	50878	ai,database,databricks,db2,dbeaver,erd	Free universal database tool and SQL client
open-jarvis/OpenJarvis	Python	7366		Personal AI, On Personal Devices
n8n-io/n8n	TypeScript	195363	ai,apis,automation,cli,data-flow,development	Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ inte…
Zie619/n8n-workflows	Python	55569		all of the workflows of n8n i could find (also from the site itself)
26zl/zeek-peek	Python	1	dashboard,duckdb,fastapi,homelab,ids,log-analysis	Agentless Zeek log viewer for pfSense, OPNsense, and small Zeek sensors (Netgate, Protectli, Pi, mini-PCs). Pulls logs over SSH into DuckDB…
duckdb/duckdb	C++	39201	analytics,database,embedded-database,olap,sql	DuckDB is an analytical in-process SQL database management system
jasonish/evebox	Rust	495	ids,ips,netsec,nsm,security,suricata	Web Based Event Viewer (GUI) for Suricata EVE Events in Elastic Search
geekau/mediastack	Shell	1796	authentik,crowdsec,flaresolverr,heimdall,homepage,jellyfin-media-server	The ultimate Docker Compose files and configs to build your desired media stack, quickly and easily, with secure outbound network traffic a…
ps5-linux/ps5-linux-loader	C	2100		Linux payload implementing HV exploits to run a custom bootloader
theori-io/copy-fail-CVE-2026-31431	Python	4004	ai-security,cve-2026-31431,exploit,linux-kernel,privilege-escalation,privilege-escalation-exploits	Copy Fail (CVE-2026-31431): 9-year-old Linux kernel LPE found by Theori's Xint Code
26zl/metaclean	Ruby	1	android,cli,command-line-tool,exif,exiftool,ffmpeg	Ruby CLI for Linux, macOS, WSL and Termux that removes file metadata with ExifTool, mat2, qpdf and ffmpeg, with before/after verification.
26zl/USN-LaTeX	TeX	1	bachelor-thesis,latex,latex-template,master-thesis,thesis,usn	Norske LaTeX-maler for bachelor- og masteroppgaver ved Universitetet i Sørøst-Norge (USN), tilpasset USNs offisielle Word-maler. Klare for …
ansible-lockdown/RHEL9-CIS-Audit	YAML	50	ansible,ansible-playbook,ansible-role,automation,cis,cis-benchmark	Automated CIS Benchmark Compliance Audit for RHEL 9 with Ansible & GOSS
casey/just	Rust	34617		🤖 Just a command runner
nanocoai/nanoclaw	TypeScript	30131	ai-agents,ai-assistant,claude-code,claude-skills,openclaw	A lightweight alternative to OpenClaw that runs in containers for security. Connects to WhatsApp, Telegram, Slack, Discord, Gmail and other…
starship/starship	Rust	58693	bash,fish,fish-prompt,fish-theme,oh-my-zsh,powershell	☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!
stonerl/Thaw	Swift	8288	macos,macos-app,menu-bar,menubar,menubar-app,status-bar	Menu bar manager for macOS 26
twpayne/chezmoi	Go	20542	configuration,dotfile,dotfile-management,dotfile-manager,dotfile-managers,dotfiles	Manage your dotfiles across multiple diverse machines, securely.
dietmarw/USN-LaTeX	TeX	21	latex,usn	A place for LaTeX templates used at University of South-Eastern Norway, Campus Porsgrunn
LHJO/Prediction-Of-Electric-Engine-Status-Using-Machine-Learning	Python	1		Assignment  in the course Machine Learning and Sensor Technology (IIA1420) at the University of South-Eastern Norway. Prediction of Electri…
hashicorp/vault	Go	35884	go,secrets,vault	A tool for secrets management, encryption as a service, and privileged access management
helm/helm	Go	29961	chart,charts,cncf,helm,kubernetes	The Kubernetes Package Manager
Neo23x0/signature-base	YARA	2988	anti-virus,dfir,hash,ioc,scanner,signature	YARA signature and IOC database for my scanners and tools
vitest-dev/vitest	TypeScript	16804	test,testing-tools,vite	Next generation testing framework powered by Vite.
geerlingguy/ansible-role-filebeat	Jinja	156	ansible,elasticsearch,elk,filebeat,logging,role	Ansible Role - Filebeat for ELK stack
konstruktoid/ansible-role-hardening	Jinja	639	almalinux,ansible,auditd,cmmc,debian,hacktoberfest	Ansible role to apply a security baseline. Systemd edition.
SELinuxProject/selinux-notebook	Python	751		The SELinux Notebook
NginxProxyManager/nginx-proxy-manager	TypeScript	33490	nginx,nginx-proxy	Docker container for managing Nginx proxy hosts with a simple, powerful interface
ansible/awx	Python	15475	ansible,automation,awx,django,django-rest-framework,hacktoberfest	AWX provides a web-based user interface, REST API, and task engine built on top of Ansible. It is one of the upstream projects for Red Hat …
ansible-community/awesome-ansible		1908	ansible,awesome,awesome-list,hacktoberfest,learning-ansible	Awesome Ansible List
ansible-lockdown/RHEL10-CIS	Jinja	31	ansible,ansible-playbook,ansible-role,automation,cis,cis-benchmark	Automated CIS Benchmark Compliance Remediation for RHEL 10 with Ansible
ansible-lockdown/RHEL7-CIS	YAML	487	ansible,ansible-playbook,ansible-role,automation,cis,cis-benchmark	Automated CIS Benchmark Compliance Remediation for RHEL 7 with Ansible
ansible-lockdown/RHEL8-CIS	YAML	327	ansible,ansible-playbook,ansible-role,automation,cis,cis-benchmark	Automated CIS Benchmark Compliance Remediation for RHEL 8 with Ansible
ansible-lockdown/RHEL9-CIS	YAML	213	ansible,ansible-playbook,ansible-role,automation,cis,cis-benchmark	Automated CIS Benchmark Compliance Remediation for RHEL 9 with Ansible
semaphoreui/semaphore	Go	13847	ansible,awx,ci,cicd,devops,docker	Modern UI and powerful API for Ansible, Terraform/OpenTofu/Terragrunt, PowerShell and other DevOps tools.
netdata/netdata	Go	79511	ai,alerting,cncf,data-visualization,database,devops	The fastest path to AI-powered full stack observability, even for lean teams.
ansible/ansible-lint	Python	3884	ansible,ansible-dev-tools,ansible-lint,dot-config,hacktoberfest,pep-621	ansible-lint checks playbooks for practices and behavior that could potentially be improved and can fix some of the most common ones for you
ansible/ansible	Python	69316	ansible,python	Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate every…
typicode/husky	JavaScript	35182	commit,git,hooks,pre-commit	Git hooks made easy 🐶 woof!
morpheus65535/bazarr	Python	4113	download-subtitles,episodes,movie,radarr,series,sonarr	Bazarr is a companion application to Sonarr and Radarr. It manages and downloads subtitles based on your requirements. You define your pref…
Sonarr/Sonarr	C#	14217		Smart PVR for newsgroup and bittorrent users.
Radarr/Radarr	C#	13913	bittorrent,couchpotato,hacktoberfest,movie,movies,nzb	Movie organizer/manager for usenet and torrent users.
Prowlarr/Prowlarr	C#	6794	hacktoberfest,indexer,nzb,radarr,sonarr,torrent	Prowlarr is an indexer manager/proxy built on the popular *arr .net/reactjs base stack to integrate with your various PVR apps, supporting …
coder/code-server	TypeScript	78199	browser-ide,dev-tools,development-environment,ide,remote-work,vscode	VS Code in the browser
taskforcesh/bullmq	TypeScript	9074	background-jobs,elixir,nodejs,php,python,queue	BullMQ - Message Queue and Batch processing for NodeJS, Python, Elixir and PHP based on Redis
nodejs/undici	JavaScript	7637	client,http,nodejs	An HTTP/1.1 client, written from scratch for Node.js
webpro-nl/knip	TypeScript	11674	deadcode,dependency-analysis,dependency-management,javascript,lint,linter	✂️  Find unused files, dependencies and exports in your JavaScript and TypeScript projects. Knip it before you ship it!
apify/crawlee	TypeScript	24516	apify,automation,crawler,crawling,headless,headless-chrome	Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data fo…
MemPalace/mempalace	Python	57006	ai,chromadb,llm,mcp,memory,python	The best-benchmarked open-source AI memory system. And it's free.
nextcloud/docker	Shell	7316	docker,docker-image,nextcloud,open-source	A community maintained docker micro-image for deploying Nextcloud on container platforms
sa7mon/S3Scanner	Go	3140	aws,bugbounty,gcp,infosec,s3,s3scanner	Scan for misconfigured S3 buckets across S3-compatible APIs!
unpoller/unpoller	Go	2662	cloudkey,dashboard,golang,grafana-dashboard,grafana-dashboards,influxdb	Application: Collect ALL UniFi Controller, Site, Device & Client Data - Export to InfluxDB or Prometheus
AikidoSec/safe-chain	JavaScript	1594		Protect against malicious code installed via npm, yarn, pnpm, npx, pnpx, pip, uv and poetry with Aikido Safe Chain. Free to use, no tokens …
PowerShell/vscode-powershell	TypeScript	1889	extensions,hacktoberfest,powershell,visual-studio-code	Provides PowerShell language and debugging support for Visual Studio Code
ultraworkers/claw-code	Rust	194599		An agent-managed museum exhibit, built in Rust with Gajae-Code / LazyCodex — developed and maintained with no human intervention.
Orange-Cyberdefense/GOAD	PowerShell	7998	active-directory,ansible,infrastructure-as-code,pentest,terraform,vagrant	game of active directory
anomalyco/opencode	TypeScript	182811		The open source coding agent.
deepseek-ai/DeepSeek-R1		91978		
github/copilot-cli	Shell	10919		GitHub Copilot CLI brings the power of Copilot coding agent directly to your terminal. 
bedrocklinux/bedrocklinux-userland	C	727		This tracks development for the things such as scripts and (defaults for) config files for Bedrock Linux
microsoft/vscode	TypeScript	187135	editor,electron,microsoft,typescript,visual-studio-code	Visual Studio Code
koala73/worldmonitor	TypeScript	61432	agent,ai,dashboard,geopolitics,mcp,mcp-server	Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified sit…
cheat-engine/cheat-engine	Pascal	18591		Cheat Engine. A development environment focused on modding
step-security/harden-runner	TypeScript	1215	actions,egress-filtering,github-actions,hardening,network-security,runners	Harden-Runner is a CI/CD security agent that works like an EDR for GitHub Actions runners. It monitors network egress, file integrity, and …
26zl/Prosjekt_Lokale-AI-Modeller	Python	2		INF2010
ruvnet/RuView	Rust	76892	awesome,claude,densepose,esp32,firmware,home-assistant	π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a si…
crazy-max/diun	Go	4760	automation,discord,docker,golang,gotify,kubernetes	Receive notifications when an image is updated on a Docker registry
NVIDIA/NemoClaw	TypeScript	21615	ai-agents,nvidia,openclaw,openshell,sandboxing,typescript	Run agents like Hermes and OpenClaw more securely inside NVIDIA OpenShell with managed inference
tailscale/tailscale	Go	33185	2fa,oauth,sso,tailscale,vpn,wireguard	The easiest, most secure way to use WireGuard and 2FA.
Threadfin/Threadfin	Go	1659	hacktoberfest	an M3U proxy for Kernel/Plex/Jellyfin/Emby based on xTeVe
nikaiw/VMkatz	Rust	1411	esxi,lsass,mimikatz,ntlm,offensive-security,post-exploitation	Extract Windows credentials directly from VM memory snapshots and virtual disks
